Customer ID,Total_Revenue,Purchase_Frequency,CLV_Segment
15177,948.93,1,Low Value
15178,40.5,1,Low Value
15179,7491.92,13,High Value
15180,816.9300000000001,3,Low Value
15181,1200.2,5,Low Value
15182,2998.952,11,Medium Value
15183,639.93,3,Low Value
15184,685.39,4,Low Value
15185,310.62,1,Low Value
15186,1403.2,5,Low Value
15187,4777.18,16,Medium Value
15188,310.43,1,Low Value
15189,17524.38,46,High Value
15190,834.4399999999999,1,Low Value
15191,588.05,3,Low Value
15192,1666.39,5,Low Value
15193,499.32,1,Low Value
15194,12021.53,28,High Value
15195,3861.0,1,Medium Value
15196,313.7,2,Low Value
15197,1877.51,6,Low Value
15198,571.35,5,Low Value
15199,3122.4,10,Medium Value
15200,549.05,1,Low Value
15201,1842.95,7,Low Value
15202,6001.49,3,High Value
15203,4400.18,15,Medium Value
15204,316.58,1,Low Value
15205,653.24,2,Low Value
15206,420.29999999999995,4,Low Value
15207,683.9200000000001,3,Low Value
15208,970.52,6,Low Value
15209,178.98000000000002,1,Low Value
15210,1176.19,3,Low Value
15211,894.4100000000001,2,Low Value
15212,208.28,2,Low Value
15213,328.35,2,Low Value
15214,1661.44,8,Low Value
15215,2422.43,7,Medium Value
15216,486.09,2,Low Value
15217,426.24,1,Low Value
15218,11468.83,22,High Value
15219,685.45,2,Low Value
15220,1778.96,6,Low Value
15221,2062.2000000000003,4,Low Value
15222,3550.91,11,Medium Value
15223,1417.95,5,Low Value
15224,871.36,5,Low Value
15225,409.40000000000003,1,Low Value
15226,154.41,1,Low Value
15227,2488.4900000000002,9,Medium Value
15228,5580.2699999999995,6,High Value
15229,160.5,1,Low Value
15230,429.6,2,Low Value
15231,250.26,1,Low Value
15232,612.06,2,Low Value
15233,59.400000000000006,1,Low Value
15234,197.0,1,Low Value
15235,2772.76,16,Medium Value
15236,321.05,1,Low Value
15237,1412.32,4,Low Value
15238,1071.99,3,Low Value
15239,780.59,2,Low Value
15240,4459.98,12,Medium Value
15241,3050.16,11,Medium Value
15242,302.04,1,Low Value
15243,927.2800000000001,2,Low Value
15244,912.08,3,Low Value
15245,4610.84,8,Medium Value
15246,780.4,3,Low Value
15247,976.06,3,Low Value
15248,1893.93,3,Low Value
15249,9266.0,18,High Value
15250,60.0,1,Low Value
15251,20324.54,21,High Value
15252,2103.41,5,Low Value
15253,2055.09,8,Low Value
15254,1088.35,3,Low Value
15255,3706.02,9,Medium Value
15256,170.4,2,Low Value
15257,685.9,2,Low Value
15258,623.16,2,Low Value
15259,1182.3799999999999,4,Low Value
15260,8767.73,25,High Value
15261,1508.0,4,Low Value
15262,418.82,3,Low Value
15263,156.51,1,Low Value
15264,848.4,2,Low Value
15265,3345.64,4,Medium Value
15266,852.21,5,Low Value
15267,1717.36,5,Low Value
15268,961.9000000000001,3,Low Value
15269,1225.3600000000001,3,Low Value
15270,8524.86,21,High Value
15271,4528.54,24,Medium Value
15272,2030.95,6,Low Value
15273,228.96,1,Low Value
15274,716.57,2,Low Value
15275,615.14,1,Low Value
15276,619.8,4,Low Value
15277,476.34,2,Low Value
15278,496.15999999999997,4,Low Value
15279,1580.54,5,Low Value
15280,397.52,3,Low Value
15281,8543.57,16,High Value
15282,348.59,1,Low Value
15283,148.33,3,Low Value
15284,24.75,1,Low Value
15285,94.92,1,Low Value
15286,240.55,1,Low Value
15287,856.03,5,Low Value
15288,3715.38,10,Medium Value
15289,1593.09,5,Low Value
15290,10496.28,26,High Value
15291,13517.76,40,High Value
15292,178.39,1,Low Value
15293,247.5,1,Low Value
15294,233.35,1,Low Value
15295,207.04,1,Low Value
15296,10323.03,12,High Value
15297,641.94,3,Low Value
15298,9061.77,23,High Value
15299,6156.53,10,High Value
15300,496.44,1,Low Value
15301,6909.67,17,High Value
15302,308.0,1,Low Value
15303,1224.18,3,Low Value
15304,796.4000000000001,9,Low Value
15305,93.6,1,Low Value
15306,3484.73,9,Medium Value
15307,205.3,1,Low Value
15308,310.47,1,Low Value
15309,797.96,4,Low Value
15310,1634.64,1,Low Value
15311,114966.42,208,High Value
15312,2930.19,12,Medium Value
15313,52.0,1,Low Value
15314,820.4499999999999,3,Low Value
15315,570.5,2,Low Value
15316,165.0,1,Low Value
15317,129.75,1,Low Value
15318,312.62,1,Low Value
15319,204.5,1,Low Value
15320,267.13,1,Low Value
15321,6709.7300000000005,12,High Value
15322,1390.86,2,Low Value
15323,434.6,3,Low Value
15324,140.22000000000003,1,Low Value
15325,1601.46,8,Low Value
15326,1700.52,5,Low Value
15327,208.75,1,Low Value
15328,107.24,1,Low Value
15329,2958.83,11,Medium Value
15330,714.96,2,Low Value
15331,767.91,3,Low Value
15332,4892.68,6,Medium Value
15333,1028.56,1,Low Value
15334,350.82,3,Low Value
15335,170.22,1,Low Value
15336,240.5,1,Low Value
15337,373.02,1,Low Value
15338,277.93,1,Low Value
15339,1821.02,7,Low Value
15340,105.5,1,Low Value
15341,2402.7200000000003,2,Medium Value
15342,406.09,1,Low Value
15343,364.5,1,Low Value
15344,563.94,3,Low Value
15345,393.54,1,Low Value
15346,596.12,3,Low Value
15347,1162.0,4,Low Value
15348,158.04,1,Low Value
15349,463.90999999999997,2,Low Value
15350,547.6,2,Low Value
15351,3430.22,10,Medium Value
15352,111.15,1,Low Value
15353,2794.4700000000003,7,Medium Value
15354,284.4,3,Low Value
15355,277.05,2,Low Value
15356,3239.57,13,Medium Value
15358,16425.86,42,High Value
15359,181.35,8,Low Value
15360,427.93,1,Low Value
15361,689.07,4,Low Value
15362,613.08,2,Low Value
15363,678.11,2,Low Value
15364,913.19,2,Low Value
15365,4557.13,13,Medium Value
15366,2389.08,7,Medium Value
15367,5081.33,11,Medium Value
15368,722.74,2,Low Value
15369,6251.26,11,High Value
15370,3739.01,8,Medium Value
15371,59.400000000000006,1,Low Value
15372,6017.06,8,High Value
15373,3084.54,17,Medium Value
15374,307.32,2,Low Value
15375,60.959999999999994,1,Low Value
15376,1221.56,3,Low Value
15377,1211.75,4,Low Value
15378,246.5,2,Low Value
15379,4877.84,8,Medium Value
15380,3248.96,11,Medium Value
15381,1890.5700000000002,5,Low Value
15382,13733.550000000001,12,High Value
15384,2027.79,4,Low Value
15385,942.08,3,Low Value
15386,394.14,1,Low Value
15387,468.65,1,Low Value
15388,140.54,1,Low Value
15389,2733.8,5,Medium Value
15390,1216.66,2,Low Value
15391,289.87,1,Low Value
15392,2911.62,7,Medium Value
15393,891.34,5,Low Value
15394,5286.8,11,Medium Value
15395,107.45,1,Low Value
15396,796.38,2,Low Value
15397,94.0,1,Low Value
15398,1345.53,2,Low Value
15399,815.77,3,Low Value
15400,1302.3,8,Low Value
15401,216.95000000000002,2,Low Value
15402,1830.54,6,Low Value
15403,170.88,2,Low Value
15404,257.06,1,Low Value
15405,659.84,2,Low Value
15406,975.87,4,Low Value
15407,1046.74,4,Low Value
15408,267.18,1,Low Value
15409,131.25,1,Low Value
15410,4685.72,10,Medium Value
15411,1348.93,4,Low Value
15412,190.53,1,Low Value
15413,6798.72,5,High Value
15414,774.9000000000001,3,Low Value
15415,559.61,1,Low Value
15416,4572.82,7,Medium Value
15417,508.8,1,Low Value
15418,449.42,2,Low Value
15419,135.86,1,Low Value
15420,743.0,6,Low Value
15421,3805.34,10,Medium Value
15422,1619.97,7,Low Value
15423,266.89,3,Low Value
15424,597.78,3,Low Value
15425,1941.1200000000001,4,Low Value
15426,2156.35,9,Low Value
15427,1430.54,3,Low Value
15428,762.75,4,Low Value
15429,397.35,2,Low Value
15430,954.75,2,Low Value
15431,153.24,1,Low Value
15432,320.76,2,Low Value
15433,533.3,2,Low Value
15434,2567.06,11,Medium Value
15435,149.29,1,Low Value
15436,1067.75,3,Low Value
15437,393.45,2,Low Value
15438,156.57999999999998,1,Low Value
15439,1269.05,4,Low Value
15440,383.68,3,Low Value
15441,1254.21,3,Low Value
15442,594.0,1,Low Value
15443,5114.23,14,Medium Value
15444,1411.21,2,Low Value
15445,284.5,2,Low Value
15446,399.75,3,Low Value
15447,492.88,5,Low Value
15448,788.81,2,Low Value
15449,974.52,3,Low Value
15450,429.84,1,Low Value
15451,226.86,2,Low Value
15452,1785.1100000000001,6,Low Value
15453,1371.77,7,Low Value
15454,305.99,2,Low Value
15455,38.25,1,Low Value
15456,2091.52,10,Low Value
15457,237.07,1,Low Value
15458,370.43999999999994,2,Low Value
15459,202.82999999999998,2,Low Value
15460,214.26,1,Low Value
15461,429.7,2,Low Value
15462,737.05,4,Low Value
15463,126.14,1,Low Value
15464,1044.65,1,Low Value
15465,12100.4,32,High Value
15466,1560.46,4,Low Value
15467,524.88,3,Low Value
15468,1430.48,3,Low Value
15469,874.25,3,Low Value
15470,63.419999999999995,1,Low Value
15471,1292.01,3,Low Value
15472,371.56,1,Low Value
15473,2046.0,8,Low Value
15474,150.35,1,Low Value
15475,454.10999999999996,1,Low Value
15476,2209.98,4,Low Value
15477,368.4,1,Low Value
15478,1983.48,3,Low Value
15479,147.4,1,Low Value
15480,6279.0,5,High Value
15481,1993.34,1,Low Value
15482,14417.36,19,High Value
15483,817.8199999999999,10,Low Value
15484,4652.1,6,Medium Value
15485,4810.92,7,Medium Value
15486,102.0,1,Low Value
15487,231.32,1,Low Value
15488,431.92,5,Low Value
15489,2419.61,8,Medium Value
15490,210.85,1,Low Value
15491,3100.09,6,Medium Value
15492,659.4599999999999,2,Low Value
15493,4121.68,9,Medium Value
15494,3702.6,5,Medium Value
15495,246.5,1,Low Value
15496,146.14000000000001,1,Low Value
15497,8657.39,9,High Value
15498,24972.86,44,High Value
15499,158.65,1,Low Value
15500,1131.56,4,Low Value
15501,399.95,2,Low Value
15502,13003.869999999999,14,High Value
15503,257.3,2,Low Value
15504,402.7,4,Low Value
15505,3610.96,5,Medium Value
15506,2030.33,6,Low Value
15507,475.86,1,Low Value
15508,1000.27,6,Low Value
15509,152.41,1,Low Value
15510,250.0,1,Low Value
15511,900.53,5,Low Value
15512,331.58,4,Low Value
15513,26437.05,35,High Value
15514,6392.06,18,High Value
15515,171.81,1,Low Value
15516,62.43,3,Low Value
15517,267.03,1,Low Value
15518,4189.99,15,Medium Value
15519,344.61,2,Low Value
15520,343.5,1,Low Value
15521,7098.24,16,High Value
15522,397.99,2,Low Value
15523,17259.19,16,High Value
15524,591.4,2,Low Value
15525,890.22,4,Low Value
15526,148.44,2,Low Value
15527,5554.89,23,High Value
15528,229.33,1,Low Value
15529,4783.66,12,Medium Value
15530,1808.68,5,Low Value
15531,1972.39,2,Low Value
15532,3738.85,10,Medium Value
15533,807.57,3,Low Value
15534,162.25,1,Low Value
15535,1044.3700000000001,6,Low Value
15536,259.09,1,Low Value
15537,110.92,1,Low Value
15538,3358.3999999999996,6,Medium Value
15539,538.46,1,Low Value
15540,460.68,2,Low Value
15541,85.13000000000001,1,Low Value
15542,855.71,3,Low Value
15543,242.26,2,Low Value
15544,7807.89,20,High Value
15545,288.96999999999997,2,Low Value
15546,1079.1000000000001,2,Low Value
15547,10057.05,26,High Value
15548,158.09,1,Low Value
15549,2334.16,8,Medium Value
15550,2211.05,12,Low Value
15551,1679.81,7,Low Value
15552,252.52,2,Low Value
15553,428.93,1,Low Value
15554,217.2,1,Low Value
15555,11243.91,36,High Value
15556,279.77,1,Low Value
15557,468.91,1,Low Value
15558,202.68,1,Low Value
15559,1109.4,1,Low Value
15560,153.52,2,Low Value
15561,1934.3899999999999,8,Low Value
15562,671.4300000000001,3,Low Value
15563,2859.46,7,Medium Value
15564,70.74000000000001,2,Low Value
15565,173.16,2,Low Value
15566,227.87,2,Low Value
15567,186.01,1,Low Value
15568,758.29,3,Low Value
15569,3583.45,10,Medium Value
15570,8736.49,25,High Value
15571,3892.35,14,Medium Value
15572,3965.2,10,Medium Value
15573,1188.42,5,Low Value
15574,1101.44,6,Low Value
15575,30.1,1,Low Value
15576,921.37,1,Low Value
15577,396.03000000000003,5,Low Value
15578,127.1,1,Low Value
15579,1250.63,5,Low Value
15580,1375.39,8,Low Value
15581,7480.4,38,High Value
15582,682.9100000000001,3,Low Value
15583,95.96,1,Low Value
15584,1268.2,6,Low Value
15585,455.3,1,Low Value
15586,1139.1,3,Low Value
15587,1522.0800000000002,7,Low Value
15588,579.6,1,Low Value
15589,478.53000000000003,3,Low Value
15590,1496.6,5,Low Value
15591,217.9,3,Low Value
15592,388.58,1,Low Value
15593,199.8,1,Low Value
15594,1771.78,5,Low Value
15595,357.6,1,Low Value
15596,2727.72,9,Medium Value
15597,563.37,2,Low Value
15598,548.02,2,Low Value
15599,1250.06,3,Low Value
15600,1199.31,4,Low Value
15601,14191.74,30,High Value
15602,3137.96,16,Medium Value
15603,88.48,2,Low Value
15604,216.39,1,Low Value
15605,1741.95,9,Low Value
15606,5230.99,17,Medium Value
15607,1708.97,9,Low Value
15608,1785.98,5,Low Value
15609,298.48,1,Low Value
15610,112.46000000000001,1,Low Value
15611,2997.28,26,Medium Value
15612,195.15,2,Low Value
15613,433.71999999999997,1,Low Value
15614,3147.36,4,Medium Value
15615,21373.97,47,High Value
15616,317.11,1,Low Value
15617,828.5500000000001,3,Low Value
15618,776.851,4,Low Value
15619,336.40000000000003,1,Low Value
15620,1942.36,4,Low Value
15621,1293.03,4,Low Value
15622,7852.61,17,High Value
15623,2437.05,8,Medium Value
15624,588.13,4,Low Value
15625,3236.4,9,Medium Value
15626,1067.52,3,Low Value
15627,566.9,2,Low Value
15628,5333.08,17,Medium Value
15629,2240.9,4,Low Value
15630,1481.4,3,Low Value
15631,596.67,1,Low Value
15632,3285.31,8,Medium Value
15633,4335.96,13,Medium Value
15634,554.65,2,Low Value
15635,100.35,1,Low Value
15636,1444.58,4,Low Value
15637,797.59,5,Low Value
15638,2265.2,6,Medium Value
15639,1065.08,3,Low Value
15640,23494.31,29,High Value
15641,5345.55,12,Medium Value
15642,105.78000000000002,1,Low Value
15643,664.0,3,Low Value
15644,803.54,4,Low Value
15645,1055.17,3,Low Value
15646,784.8100000000001,5,Low Value
15647,169.0,1,Low Value
15648,639.5,2,Low Value
15649,1660.35,4,Low Value
15650,553.88,2,Low Value
15651,1259.06,5,Low Value
15652,1405.94,5,Low Value
15653,877.4399999999999,2,Low Value
15654,922.53,2,Low Value
15655,560.67,1,Low Value
15656,748.5,4,Low Value
15657,30.0,1,Low Value
15658,2117.27,8,Low Value
15659,532.49,3,Low Value
15660,2603.69,15,Medium Value
15661,1215.95,8,Low Value
15662,283.73,2,Low Value
15663,138.14,1,Low Value
15664,1254.03,4,Low Value
15665,3987.07,5,Medium Value
15666,632.9399999999999,2,Low Value
15667,301.32,1,Low Value
15668,76.32000000000001,1,Low Value
15669,684.34,4,Low Value
15670,325.2,2,Low Value
15671,2657.13,7,Medium Value
15672,45.300000000000004,1,Low Value
15673,6204.32,9,High Value
15674,6948.2300000000005,13,High Value
15675,542.04,4,Low Value
15676,3435.76,3,Medium Value
15677,1305.63,3,Low Value
15678,1825.94,3,Low Value
15679,781.28,4,Low Value
15680,4028.69,10,Medium Value
15681,2989.7,14,Medium Value
15682,318.24,2,Low Value
15683,524.54,2,Low Value
15684,173.95,3,Low Value
15685,55.980000000000004,1,Low Value
15686,90.0,1,Low Value
15687,2993.1,9,Medium Value
15688,190.57,1,Low Value
15689,521.03,3,Low Value
15690,239.76,2,Low Value
15691,571.3,4,Low Value
15692,191.04,1,Low Value
15693,37.5,1,Low Value
15694,9978.48,24,High Value
15695,1131.04,4,Low Value
15696,3881.2200000000003,13,Medium Value
15697,246.75,1,Low Value
15698,46.2,1,Low Value
15699,309.65,1,Low Value
15700,696.68,2,Low Value
15701,1529.0,4,Low Value
15702,140.39000000000001,2,Low Value
15703,211.5,1,Low Value
15704,3734.6600000000003,6,Medium Value
15705,143.1,1,Low Value
15706,1060.56,4,Low Value
15707,916.98,4,Low Value
15708,3887.15,9,Medium Value
15709,327.85,2,Low Value
15710,898.87,1,Low Value
15711,420.25,2,Low Value
15712,3472.4100000000003,12,Medium Value
15713,839.64,4,Low Value
15714,783.96,5,Low Value
15715,658.02,5,Low Value
15716,2485.26,11,Medium Value
15717,607.0,5,Low Value
15718,293.79,1,Low Value
15719,10195.97,31,High Value
15720,739.22,2,Low Value
15721,471.40000000000003,1,Low Value
15722,5234.0,11,Medium Value
15723,930.7,4,Low Value
15724,310.85,3,Low Value
15725,415.25,1,Low Value
15726,321.91,1,Low Value
15727,9371.71,15,High Value
15728,544.6,2,Low Value
15729,192.55,3,Low Value
15730,1726.58,5,Low Value
15731,125.3,1,Low Value
15732,1543.97,10,Low Value
15733,162.3,1,Low Value
15734,2263.3,4,Medium Value
15735,327.68,1,Low Value
15736,1767.12,2,Low Value
15737,1188.1200000000001,8,Low Value
15738,13043.32,41,High Value
15739,449.12,1,Low Value
15740,154.88,1,Low Value
15741,208.62,2,Low Value
15742,156.87,1,Low Value
15743,775.96,4,Low Value
15744,34.8,1,Low Value
15745,1094.59,4,Low Value
15746,196.88,1,Low Value
15747,2499.81,9,Medium Value
15748,609.8100000000001,3,Low Value
15749,44534.3,3,High Value
15750,6452.991,18,High Value
15751,1380.44,11,Low Value
15752,3924.91,9,Medium Value
15753,79.2,1,Low Value
15754,3037.61,9,Medium Value
15755,5993.12,17,High Value
15756,528.01,4,Low Value
15757,2940.36,6,Medium Value
15758,205.25,1,Low Value
15759,830.9300000000001,7,Low Value
15760,13916.34,2,High Value
15761,143.05,1,Low Value
15762,583.75,2,Low Value
15763,1086.92,2,Low Value
15764,4503.08,8,Medium Value
15765,370.63,1,Low Value
15766,831.06,3,Low Value
15768,15308.89,34,High Value
15769,88612.52,46,High Value
15770,321.45,1,Low Value
15771,1006.54,3,Low Value
15772,280.88,1,Low Value
15773,774.52,2,Low Value
15774,1288.34,6,Low Value
15775,150.5,2,Low Value
15776,241.62,1,Low Value
15777,1762.61,7,Low Value
15778,307.95,1,Low Value
15779,124.08000000000001,2,Low Value
15780,475.28000000000003,3,Low Value
15781,345.46,3,Low Value
15782,4014.1,4,Medium Value
15783,246.3,1,Low Value
15784,848.3299999999999,2,Low Value
15785,5969.93,16,High Value
15786,8501.62,5,High Value
15787,933.26,3,Low Value
15788,221.82999999999998,1,Low Value
15789,1962.01,6,Low Value
15790,218.75,1,Low Value
15791,3608.34,5,Medium Value
15792,933.84,2,Low Value
15793,2399.57,8,Medium Value
15794,777.0,2,Low Value
15795,1979.8700000000001,8,Low Value
15796,5171.63,17,Medium Value
15797,2821.08,6,Medium Value
15798,1535.37,3,Low Value
15799,1421.34,4,Low Value
15800,1227.07,7,Low Value
15801,1063.95,3,Low Value
15802,451.42,1,Low Value
15803,1929.66,4,Low Value
15804,4206.39,13,Medium Value
15805,10148.93,30,High Value
15806,784.58,3,Low Value
15807,1817.52,5,Low Value
15808,17180.25,21,High Value
15809,1274.44,7,Low Value
15810,2999.04,8,Medium Value
15811,3486.15,7,Medium Value
15812,5201.47,12,Medium Value
15813,1303.9099999999999,2,Low Value
15814,2634.44,6,Medium Value
15815,2100.6,5,Low Value
15816,144.14999999999998,2,Low Value
15817,2766.4,3,Medium Value
15818,340.5,1,Low Value
15819,3934.79,10,Medium Value
15820,206.98,1,Low Value
15821,570.96,2,Low Value
15822,1840.06,6,Low Value
15823,3882.17,3,Medium Value
15824,890.94,2,Low Value
15825,532.94,1,Low Value
15826,2598.28,4,Medium Value
15827,3603.14,28,Medium Value
15828,1108.82,1,Low Value
15829,636.14,2,Low Value
15830,576.0,1,Low Value
15831,794.64,3,Low Value
15832,836.79,1,Low Value
15833,80.4,1,Low Value
15834,3764.39,7,Medium Value
15835,954.09,4,Low Value
15836,137.37,1,Low Value
15837,777.01,2,Low Value
15838,73205.5,34,High Value
15839,1048.49,3,Low Value
15840,355.56,2,Low Value
15841,2742.41,9,Medium Value
15842,548.8,2,Low Value
15843,118.95000000000002,1,Low Value
15844,130.73999999999998,1,Low Value
15845,4426.28,11,Medium Value
15846,107.01,1,Low Value
15847,822.57,5,Low Value
15848,137.99,1,Low Value
15850,1006.75,6,Low Value
15851,109.73,1,Low Value
15852,257.26,3,Low Value
15853,110.8,1,Low Value
15854,5578.28,21,High Value
15855,1052.72,6,Low Value
15856,32275.95,52,High Value
15857,570.48,2,Low Value
15858,3552.41,13,Medium Value
15859,438.46,1,Low Value
15860,2361.3,17,Medium Value
15861,4369.2,12,Medium Value
15862,2512.29,13,Medium Value
15863,355.1,5,Low Value
15864,2180.76,7,Low Value
15865,2241.42,5,Low Value
15866,211.89,1,Low Value
15867,8923.3,31,High Value
15868,94.53,1,Low Value
15869,321.11,3,Low Value
15870,857.46,4,Low Value
15871,33.099999999999994,1,Low Value
15872,729.25,4,Low Value
15873,313.91999999999996,4,Low Value
15874,11284.76,21,High Value
15875,108.52,1,Low Value
15876,1449.1399999999999,2,Low Value
15877,490.33,2,Low Value
15878,330.77,2,Low Value
15879,1137.8,4,Low Value
15880,329.03000000000003,1,Low Value
15881,501.39000000000004,5,Low Value
15882,1124.66,8,Low Value
15883,396.48,2,Low Value
15884,244.60000000000002,2,Low Value
15885,1951.82,15,Low Value
15886,1052.8700000000001,4,Low Value
15887,1027.15,3,Low Value
15888,429.16,3,Low Value
15889,1427.6,8,Low Value
15890,535.65,5,Low Value
15891,511.68,1,Low Value
15892,128.2,1,Low Value
15893,305.28000000000003,1,Low Value
15894,258.25,2,Low Value
15895,179.17,1,Low Value
15897,208.59,2,Low Value
15898,4996.45,25,Medium Value
15899,56.25,1,Low Value
15900,886.5699999999999,4,Low Value
15901,687.72,7,Low Value
15902,145.01,1,Low Value
15903,8939.84,12,High Value
15904,164.68,1,Low Value
15905,114.69,1,Low Value
15906,2530.19,10,Medium Value
15907,882.72,3,Low Value
15908,758.62,2,Low Value
15909,191.94,1,Low Value
15910,2661.17,15,Medium Value
15911,1700.24,8,Low Value
15912,1074.7,9,Low Value
15913,6.300000000000001,1,Low Value
15914,205.99,2,Low Value
15915,364.45,1,Low Value
15916,3145.2400000000002,13,Medium Value
15917,530.17,5,Low Value
15918,582.88,3,Low Value
15919,525.69,2,Low Value
15920,569.14,9,Low Value
15921,775.26,4,Low Value
15922,369.5,1,Low Value
15923,127.08,1,Low Value
15924,102.82,1,Low Value
15925,207.15,1,Low Value
15926,134.44,1,Low Value
15927,106.54,1,Low Value
15928,293.53,1,Low Value
15929,594.0,1,Low Value
15930,426.63,1,Low Value
15931,239.9,1,Low Value
15932,2495.87,8,Medium Value
15933,1107.46,3,Low Value
15934,2190.66,2,Low Value
15935,416.86,2,Low Value
15936,282.79,2,Low Value
15937,145.35,1,Low Value
15938,734.81,9,Low Value
15939,9060.39,16,High Value
15940,35.8,1,Low Value
15941,405.0,1,Low Value
15942,337.44,1,Low Value
15943,271.28999999999996,2,Low Value
15944,2164.24,4,Low Value
15945,646.27,4,Low Value
15946,2304.18,3,Medium Value
15947,1708.24,1,Low Value
15948,1509.0900000000001,3,Low Value
15949,364.72,2,Low Value
15950,7120.91,10,High Value
15951,1013.17,3,Low Value
15952,781.91,4,Low Value
15953,3440.3399999999997,18,Medium Value
15954,190.75,1,Low Value
15955,8085.9800000000005,22,High Value
15956,617.6,2,Low Value
15957,921.25,3,Low Value
15958,462.12,4,Low Value
15959,542.89,3,Low Value
15960,410.95,4,Low Value
15961,451.28999999999996,1,Low Value
15962,289.48,1,Low Value
15963,470.76,2,Low Value
15964,269.21000000000004,1,Low Value
15965,2771.94,13,Medium Value
15966,426.53000000000003,1,Low Value
15967,2966.0,12,Medium Value
15968,404.55,1,Low Value
15969,1127.05,5,Low Value
15970,1017.32,2,Low Value
15971,5902.83,18,High Value
15972,1769.33,5,Low Value
15973,680.62,3,Low Value
15974,3442.15,7,Medium Value
15975,371.01,1,Low Value
15976,1694.41,6,Low Value
15977,1054.73,2,Low Value
15978,3279.42,3,Medium Value
15979,329.22,1,Low Value
15980,6543.68,7,High Value
15981,9362.77,21,High Value
15982,324.51,1,Low Value
15983,3110.37,8,Medium Value
15984,8393.02,30,High Value
15985,2715.28,7,Medium Value
15986,354.42,2,Low Value
15987,1535.99,8,Low Value
15988,738.89,3,Low Value
15989,368.31,2,Low Value
15990,1997.75,7,Low Value
15991,150.55,1,Low Value
15992,896.6,3,Low Value
15993,2777.67,7,Medium Value
15994,1175.68,3,Low Value
15995,694.54,1,Low Value
15996,1386.4,7,Low Value
15998,8274.14,16,High Value
15999,20.4,1,Low Value
16000,12393.7,3,High Value
16001,583.39,1,Low Value
16002,169.21,1,Low Value
16003,5613.83,10,High Value
16004,2146.39,5,Low Value
16005,2365.4900000000002,10,Medium Value
16006,332.82,2,Low Value
16007,3053.06,7,Medium Value
16008,5339.13,15,Medium Value
16009,972.11,4,Low Value
16010,1694.86,11,Low Value
16011,5601.01,29,High Value
16012,2978.59,5,Medium Value
16013,56078.44,84,High Value
16014,1100.28,5,Low Value
16015,704.55,3,Low Value
16016,2083.4,11,Low Value
16017,1545.58,5,Low Value
16018,698.13,4,Low Value
16019,17329.16,27,High Value
16020,851.01,3,Low Value
16021,487.03,2,Low Value
16022,602.63,1,Low Value
16023,719.81,3,Low Value
16024,483.99,3,Low Value
16025,439.65999999999997,1,Low Value
16026,236.09,1,Low Value
16027,2048.36,15,Low Value
16028,82.2,1,Low Value
16029,117763.62,107,High Value
16030,331.24,1,Low Value
16031,547.9,2,Low Value
16032,1965.72,6,Low Value
16033,10608.81,27,High Value
16034,911.3199999999999,6,Low Value
16035,217.73,1,Low Value
16036,2556.84,4,Medium Value
16037,1509.34,5,Low Value
16038,471.78000000000003,3,Low Value
16039,456.4,2,Low Value
16040,2416.9,7,Medium Value
16041,3166.4,3,Medium Value
16042,2245.32,8,Low Value
16043,1856.5900000000001,8,Low Value
16044,340.84000000000003,1,Low Value
16045,3434.9300000000003,8,Medium Value
16046,235.78,1,Low Value
16047,107.14,1,Low Value
16048,818.7900000000001,4,Low Value
16049,1852.15,6,Low Value
16050,300.7,3,Low Value
16051,188.44,1,Low Value
16052,362.06,1,Low Value
16053,3634.84,6,Medium Value
16054,2111.88,4,Low Value
16055,134.8,1,Low Value
16056,650.75,1,Low Value
16057,3854.85,10,Medium Value
16058,62.7,1,Low Value
16059,3053.57,12,Medium Value
16060,541.95,3,Low Value
16061,89.65,1,Low Value
16062,2863.45,8,Medium Value
16063,335.32,1,Low Value
16064,109.31,1,Low Value
16065,1992.13,8,Low Value
16066,1521.04,5,Low Value
16067,3269.11,3,Medium Value
16068,115.73,1,Low Value
16069,457.7,1,Low Value
16070,852.15,2,Low Value
16071,1076.8,4,Low Value
16072,4180.09,4,Medium Value
16073,122.39999999999999,1,Low Value
16074,252.5,1,Low Value
16075,736.9300000000001,2,Low Value
16076,2234.73,10,Low Value
16077,2300.4,1,Medium Value
16078,362.99,2,Low Value
16079,1352.0,3,Low Value
16080,602.5600000000001,4,Low Value
16081,4278.96,8,Medium Value
16082,106.75,1,Low Value
16083,2351.42,4,Medium Value
16084,436.18,1,Low Value
16085,2341.03,12,Medium Value
16086,2687.73,10,Medium Value
16087,1739.92,5,Low Value
16088,1437.43,2,Low Value
16089,263.49,2,Low Value
16090,180.56,1,Low Value
16091,315.06,2,Low Value
16092,1587.94,6,Low Value
16093,17.0,1,Low Value
16094,3695.56,11,Medium Value
16095,447.05,1,Low Value
16096,1584.97,4,Low Value
16097,185.04999999999998,1,Low Value
16098,4010.7,14,Medium Value
16099,1573.2,7,Low Value
16100,582.64,1,Low Value
16101,3229.16,4,Medium Value
16102,1842.14,3,Low Value
16103,6191.71,22,High Value
16104,2774.46,9,Medium Value
16105,2386.19,5,Medium Value
16106,108.38,1,Low Value
16107,3204.1600000000003,7,Medium Value
16108,2235.92,4,Low Value
16109,939.48,3,Low Value
16110,1781.59,4,Low Value
16111,549.33,1,Low Value
16112,195.73999999999998,4,Low Value
16113,161.38,1,Low Value
